Tên,Lớp,Giới tính,Diem1,Diem2,Diem3,Diem4,Diem5,Diem6,Diem7,Diem8,Diem9,Diem10
Vũ Như Lan,10B2,Nữ,8.75,5.75,8.5,7.25,8,3.25,9,6.25,7.5,10
Nguyễn Phương Thảo,5A1,Nữ,4.25,5,9,6.5,5.75,8,0.5,2,9,2.25
Lê Ngọc Thảo,6C1,Nữ,10,4.5,7,6.75,9.25,3.5,8.5,5,1,0.25
Vũ Tuấn Huy,3A2,Nam,3,2.5,5.75,10,8.25,9,7.25,8.25,0,0.25
Trần Bích Trang,6A3,Nữ,7,4,8.25,1.75,3.5,3,8.5,4.25,2,9.25
Nguyễn Hoàng Đạt,9A2,Nam,3.5,1.5,2.75,1,7,7.75,0.75,4.25,4,2.25
Phạm Thị Yến,11B1,Nữ,0.25,6.5,0.75,0.75,9,8.75,2.75,6,3.25,7.75
Bùi Thái Minh,5A3,Nam,2.25,3.25,7.75,0,2,1,7.25,5.75,7.5,3.75
Phan Hữu Bảo,7A1,Nam,0,8,8,2.75,8,9,8.5,2.5,9,7.25
Nguyễn Văn Minh,12B2,Nam,5.75,8.75,7.25,4.75,2.75,5.75,8.5,8,4,4.5
Phan Thị Trâm,4A2,Nữ,9.25,2.25,6.5,8.25,8.75,8.5,8.75,0,6.5,5.5
Võ Phương Hương,6A2,Nữ,7.5,1.5,3,8,9,4.75,3,4.25,9.75,6.75
Trần Ngọc Nhung,1B1,Nữ,3.75,4.75,10,9.75,6.75,5,4,7.5,10,1
Trần Phương Linh,4B2,Nữ,8,6.75,9.25,4.75,6.25,9,2.75,5.5,1,5
Đỗ Mai Trâm,12A3,Nữ,6.25,0.5,0.75,6.5,5.25,7.5,0,0,4.5,9.75
Bùi Thanh Lan,12A2,Nữ,2,8.5,0.5,8,2,1.75,5.5,4,2.25,0.75
Vũ Bích Hà,4B2,Nữ,8.5,8,7,1,0.5,7.5,7,4.75,6,3.25
Trần Phương Nhung,9C1,Nữ,0.75,1.75,2.75,4,6,2.5,7.25,0,0.75,7.75
Huỳnh Như Nhung,12B1,Nữ,2.5,4.25,4.5,6.25,8.5,6.25,5,2.75,5.25,6.25
Vũ Minh Sơn,5B2,Nam,6.75,7.25,0.75,10,6,7,5,5.75,3.75,6.5
Nguyễn Ngọc Hương,9B1,Nữ,9,0.25,9.5,9.25,2.5,4.5,7.25,4.5,6.25,6
Đặng Mai Thảo,9B2,Nữ,6.5,5.25,2.5,8,1,0.5,3.75,5.75,2.5,9.75
Bùi Tuấn Huy,5B2,Nam,2.5,0,2.5,4.25,3,0.75,8.5,0,3.75,3
Phan Mai Trang,11A3,Nữ,1.75,6.25,5.25,6.75,9,7,0.25,3.5,4.75,0.5
Hoàng Như Nhung,5C1,Nữ,9.75,2,0.25,6.25,4,5.5,1.5,4.5,3,7.25
Đỗ Bích Yến,7C1,Nữ,7,6.75,6,6,3.75,9.75,3.25,6.75,0.25,8.25
Trần Gia Minh,6A2,Nam,6.25,6.25,2,5,6.5,1.75,0,6,6.75,8.75
Đỗ Ngọc Lan,2A1,Nữ,3.25,5.25,1.75,2,0,7.5,0,4,7.75,7.25
Nguyễn Phương Trâm,12B2,Nữ,9.75,2.25,1.5,5.75,4.5,4.75,2.5,2.5,7.5,6.5
Đỗ Tuấn Khoa,2A3,Nam,0.5,7,9.75,6.75,5.25,5.75,4,9,8,4.25
Bùi Thị Trang,9B2,Nữ,5.5,9.25,0.25,1.5,4.25,8,0,6.25,4,6.75
Vũ Bích Vy,10C1,Nữ,6,4,8.75,4.5,10,0.75,9.25,10,4.5,5.75
Huỳnh Diễm Linh,4A3,Nữ,9,7.25,2.25,5.25,3.25,9.25,4,5.5,7.25,2
Trần Thu Hương,4B2,Nữ,7.75,1.5,3,5.25,1.5,1.25,0.75,8.5,1.5,10
Phạm Diễm Trâm,4C1,Nữ,3.5,0.5,3.5,2.25,3,4.5,8.5,7.75,0,5
Huỳnh Mai Yến,8A1,Nữ,9.5,9.25,6,4,3.5,1.75,8.5,1.5,3.75,8.5
Đỗ Ngọc Vy,2B2,Nữ,3.25,5.5,9,1.25,10,9.75,9,1.5,8,1.75
Đỗ Gia Minh,7A3,Nam,1.5,9,6.75,5.25,4,7.5,9.25,4.25,7.75,0.75
Trần Thị Hương,8B1,Nữ,9.75,6.75,6.75,2.5,9.75,4.5,7.75,1,4.75,3.5
Trần Đức Bảo,9A1,Nam,1,3.75,7.5,5.5,5.25,3.5,6,6.5,4.25,6.5
Bùi Thị Nhung,1A1,Nữ,8.5,1,6,2.5,0.75,0.25,2.5,5,0.75,4.5
Phạm Thanh Nhung,3B1,Nữ,6.75,0,8.75,5.5,1.25,4.5,8,9,4.75,3
Trần Minh Khoa,10B2,Nam,0,0.25,3.25,7.5,7.5,1.75,4,6,3.75,8
Phạm Như Vy,6A1,Nữ,4.75,6.75,3.5,9,10,1.75,8.25,7.25,3.75,1.75
Huỳnh Đức Dũng,10A2,Nam,4,5.5,8.75,6.75,4,8.25,8.75,6.5,5.5,8
Vũ Hoàng Long,3C1,Nam,1.75,9,6.5,2,8.25,7.5,5,2.5,5.75,5.5
Đỗ Diễm Linh,6B2,Nữ,8.75,4,6.5,4.75,9,3.5,9.5,3,5,8.5
Trần Mai Hương,10A3,Nữ,1.5,10,4,2.25,2,8,6.25,9.75,6.75,10
Huỳnh Gia Dũng,7A2,Nam,7.5,0.5,8.25,3.5,0,5,1,5.25,2.25,7
Võ Diễm Hương,11C1,Nữ,1.25,3.75,7.25,10,5.75,8,8.5,4.25,5,6.75
Võ Tuấn Dũng,4B1,Nam,6,4.25,2.25,1,1.25,8.75,1.25,5.25,7.75,8.75
Trần Thái Hải,11B2,Nam,2.5,0.25,1.5,1.75,8.5,0.5,0.75,9.25,2,4.5
Đỗ Hữu Long,5A1,Nam,6,0.5,9,3.75,8,1.25,3.5,1.5,2.5,6.25
Trần Phương Trâm,6C1,Nữ,10,3.75,4.5,3.75,6.75,4.75,1.75,4.75,8.75,5.75
Trần Ngọc Thảo,12A3,Nữ,6.25,1.25,6.25,8.75,1,7.75,5.25,5.5,5.5,7.5
Hoàng Bích Vy,11A3,Nữ,1.5,4,3.25,9,9,3,2,10,3.25,9.25
Võ Văn Đạt,6A2,Nam,1.75,5.5,2.25,3.5,4.25,2.5,9.25,2.5,9.75,6.75
Vũ Gia Đạt,3A3,Nam,9.5,8,8.75,8.5,4,4.25,1.5,4,1.75,7
Vũ Như Vy,12B1,Nữ,3,3,0.25,9.25,9.25,8.75,4.25,7.75,2.75,7.25
Võ Thị Nhung,1A3,Nữ,4.5,7.25,5.5,0.25,0.25,9,0,10,5,5.75
Trần Hữu Đạt,8A2,Nam,0,4.5,4.25,9,2.75,2,0.5,6.75,8.75,6.25
Huỳnh Tuấn Khoa,7A2,Nam,2,0.5,9.75,8,5.25,2,4,6.5,2,7.5
Lê Hữu Hải,5C1,Nam,2,4,5,6.75,3.75,4.5,4.75,0,5,4.5
Lê Như Hà,11B2,Nữ,7,7.5,3.75,6.25,8.25,5.5,3,4.75,2.75,8
Trần Ngọc Linh,2A1,Nữ,6.5,9.75,4.75,10,5.5,4.75,2.25,3,2,3.25
Nguyễn Bích Hà,12A1,Nữ,6.75,0,4.75,6.25,1.5,8.5,9.75,6.5,6.75,5.75
Phan Văn Huy,1A2,Nam,9.5,1.75,8.75,9,0.25,8.5,8.75,6.25,7,10
Nguyễn Thanh Hương,1C1,Nữ,4.75,9.25,1,2.25,9.5,4.25,3.25,2.5,8.5,5
Phan Tuấn Long,3B1,Nam,3.25,1.75,8.5,2.25,6.75,2.75,7.75,2.5,0.5,7.25
Phạm Đức Hải,4B1,Nam,9.25,2,3.75,7.75,5.75,9.25,5.75,2.25,5.25,5.75
Đỗ Ngọc Lan,7A2,Nữ,6,1.25,4.75,7.5,4.25,3.5,1.5,0,9.75,8
Hoàng Mai Yến,7A2,Nữ,8.75,3.5,0,7,1,4.5,2.5,7,7.25,3.75
Võ Thị Thảo,5A2,Nữ,6,0.5,2.75,8.25,7.25,5.5,9,4,0,2.75
Phạm Thanh Thảo,2B1,Nữ,0,0.5,9.5,9,2.25,6.5,6,5.25,8.25,9.25
Vũ Mai Yến,7C1,Nữ,4.75,7.25,3.75,3.25,9.25,7.25,8.5,7.25,6.5,3.75
Phạm Ngọc Nhi,2A1,Nữ,6.75,3.5,6.25,4.5,6.75,0.5,8.5,8,7.75,4.75
Trần Văn Minh,11B1,Nam,0.75,10,5.75,6.25,4.75,5.75,0.75,3.5,8,4.5
Phạm Minh Đạt,3B2,Nam,6.75,4.25,0,8,8.5,4,8.75,0.75,4.5,4
Huỳnh Tuấn Huy,7C1,Nam,0,2.5,1.25,1.25,4,5.25,5.5,9,2,7.25
Bùi Minh Huy,12A3,Nam,7.75,9,2.75,9.5,8.5,6.25,9.25,3.5,3,8
Phạm Gia Sơn,1A3,Nam,4,6,0.75,9,4.25,8.75,1.5,7.75,9.5,4
Vũ Tuấn Đạt,1A2,Nam,8,4.5,1,10,5,0.25,6.5,9.5,7.25,3.5
Huỳnh Diễm Vy,11B2,Nữ,4.25,0.25,2.5,0,5,8.75,0,4.75,3.5,9
Trần Đình Phong,7A2,Nam,10,7.75,1.25,2.75,1.25,2.5,0,4.5,5.5,4.5
Bùi Phương Yến,12A2,Nữ,1,1,1.75,8.25,0.5,9,5.5,1.25,1.25,4.5
Phan Bích Hương,7A1,Nữ,5.5,7.75,8.75,1.5,3,2.5,9,1.25,9.5,8
Lê Thu Hương,10B1,Nữ,0.5,3.5,7,7.75,4.25,5.25,3.5,9.75,6,6.25
Vũ Thu Linh,1A2,Nữ,5.25,1.5,0.25,4.75,2,8.75,4,0.75,4,2.25
Bùi Văn Huy,4C1,Nam,2.5,3.25,9.5,9.5,1.75,9.5,4.75,0.25,6,1.75
Trần Đình Hải,12A3,Nam,7,0.75,1.5,6,6.5,8.5,1,0,3.75,2
Võ Tuấn Dũng,2B1,Nam,7.5,4.75,4.25,4,5,5,7.5,0.75,4.75,6.75
Võ Gia Huy,8B2,Nam,0.5,7.75,5.25,8.5,4.75,0.25,7.75,9,6.25,6
Trần Thái Thắng,7A3,Nam,2.25,8.5,7,2.5,3.5,7.5,5,1,7.25,9.25
Trần Hữu Huy,11B2,Nam,9.75,9.5,9.25,8,4,5.5,3.5,1.75,6.75,6
Trần Minh Dũng,3A1,Nam,7.75,5,8.25,2,1.75,9.25,5.25,5,3,6.5
Đỗ Bích Hương,10A1,Nữ,3.25,2.75,6,9,1.25,0.5,3.5,8.25,8.75,9.75
Đỗ Đình Huy,5B1,Nam,0.75,7,9,10,4.5,10,1.5,8,6.75,5
Lê Thái Bảo,5B2,Nam,3.75,4.25,5,5.25,6.5,5.25,5.5,0,9.5,6.5
Lê Thu Hà,12C1,Nữ,2,1.5,3,9.75,4.5,7,6.5,0,3.5,5.25
Đặng Đức Dũng,6B2,Nam,8.5,0.25,5.25,5.5,4.75,2.75,10,1,8.5,8.75
Võ Thị Vy,5A2,Nữ,1,5.5,3.25,8,3,0.25,8.25,0.25,4,10
Đỗ Thị Linh,3B1,Nữ,9.25,0.5,10,3.75,8.25,6.5,5.5,0.75,0.75,5.25
Trần Bích Hương,4A3,Nữ,9.5,4,9.75,9.5,7.25,4.5,0.75,3.75,8.5,3.75
Đặng Thanh Nhi,1A2,Nữ,5.5,1.25,4.75,4.25,2.75,8.25,7.5,6.25,4.5,5
Trần Tuấn Khoa,6B1,Nam,0.75,3.5,0,4.25,8.75,3.75,1.75,7.5,6.75,9.5
Hoàng Hoàng Huy,2C1,Nam,0,4.5,9.25,8.75,1.75,7.75,3.25,4.75,4.5,1.25
Phạm Thái Minh,9B1,Nam,7.5,2.75,6.25,6,6.25,1.25,8,9.75,4.75,4.5
Trần Mai Trang,1A2,Nữ,5.25,1.5,0.5,6.5,3,5,3,8,4.5,7
Hoàng Như Nhung,2A2,Nữ,0,5.25,0.75,1.75,7.25,4.5,4,5,1.25,7
Huỳnh Đức Bảo,5A2,Nam,1,10,1.5,4.75,5.25,9.75,5.25,2.75,5.75,3.5
Đỗ Phương Trâm,6C1,Nữ,8,2,0.75,8,2.75,2,0,3.25,3.25,5.5
Huỳnh Minh Bảo,6A1,Nam,1.5,3.25,8.75,4.25,4.5,1.5,8.5,4.5,9,0.75
Nguyễn Mai Hương,7C1,Nữ,4.75,7.75,1,8.5,9,9,7.75,6.5,0.25,2
Lê Minh Bảo,2C1,Nam,5.5,7.5,4.5,5.25,6.5,6.75,2.25,7,5,1.5
Phan Ngọc Linh,3C1,Nữ,4,8,2.5,9,4.75,0,1.25,3,0.75,9.5
Võ Như Nhi,7B1,Nữ,9,6.5,0.75,7,8,4.25,9.5,5.25,4.5,4.25
Trần Minh Khoa,12A3,Nam,4.25,7.75,8.25,2.5,9.5,4.5,7,1,1.5,6.75
Hoàng Thị Linh,6A3,Nữ,4.75,8.75,5.5,4.75,1.75,0.25,4,1.75,10,1.75
Nguyễn Thái Sơn,12A3,Nam,2.25,3.75,1.75,5.5,4.5,3.75,6,9.25,7,4.25
Lê Thái Phong,11A2,Nam,10,4.25,7.25,0.5,6.75,1.75,3.25,7.75,9,9.25
Võ Gia Long,8A1,Nam,1.75,6.5,5.75,3,8.25,1.5,6,6.5,2,4.25
Lê Thị Hương,10B2,Nữ,9.75,6.75,2.25,0.75,7.5,4.25,6,0.75,8.75,1.75
Nguyễn Thanh Yến,5A2,Nữ,5.5,1.25,9.75,1.25,8,2,7,0.75,7.5,7.75
Phan Hữu Hải,7A3,Nam,9,0,8,2.5,9,5,2,9.5,9.75,2
Trần Tuấn Thắng,1A3,Nam,6.75,3.25,7.75,6.75,1.5,8.5,3.25,4,9.5,7
Lê Đức Khoa,5A2,Nam,8.25,2.75,5.75,8.25,2,9,6.5,4.75,4.5,0.5
Đặng Mai Trang,12C1,Nữ,2.75,3,10,0.5,1.75,8,4.75,1.5,6,1.5
Nguyễn Văn Bảo,4B1,Nam,2,10,7.75,3,7,7.5,2.5,7.5,0.5,6.5
Võ Đình Minh,12A3,Nam,0.75,2.75,6.5,2.75,0.25,6.25,7,1,7.75,7.25
Phan Diễm Yến,1B1,Nữ,5.25,4.25,2.25,7.5,0.25,3.5,9,4,6.75,0.5
Lê Thu Nhi,2B2,Nữ,4.5,4.5,7.25,1.75,6.75,3.75,8.5,8.5,8.5,8
Phan Như Lan,9C1,Nữ,6.75,4.75,8,3,2.25,2,0.25,5.75,8.25,2.75
Trần Thị Vy,12A1,Nữ,8.75,4,0,2.25,6.25,8.5,0.5,8.5,3.25,3.75
Đỗ Văn Dũng,1B2,Nam,8.25,2,5.5,9,7,3,1.25,2,10,5.75
Phan Thu Vy,3A3,Nữ,9.75,5.25,8.25,5.25,1.75,10,5.75,0.5,6.25,0.5
Huỳnh Văn Long,7B1,Nam,2.5,1,1.5,0,10,7,4.75,5.5,2,7.5
Phan Đức Phong,4C1,Nam,2.5,6.5,1,7.25,6,2.25,3.5,2.5,8.25,1
Hoàng Mai Linh,7B2,Nữ,1.75,9.25,6.75,0.25,7,2,0,0.5,6.25,9.25
Vũ Phương Thảo,10B1,Nữ,7.25,9.5,9,2,0.5,8.75,1.75,8,0.25,5
Đỗ Bích Hương,4B2,Nữ,8.25,0,6,3.5,9.5,7.75,3.25,3,8.75,7.25
Phan Thái Bảo,11B1,Nam,8.5,9.75,5.5,3,2.75,5.75,9,0.75,3,0.75
Đặng Bích Linh,4A1,Nữ,0.5,4.5,5.5,4.25,4,5.25,0,4,0.25,7.75
Vũ Diễm Hương,12A2,Nữ,7.25,9.5,2.25,6,6.75,7,8,6.25,1.25,8
Phan Hữu Minh,6A3,Nam,2,4.75,9.25,3,10,1.75,3,1,7.5,1.5
Võ Bích Nhung,4C1,Nữ,9.5,9.25,4.25,7,7.75,8,5.75,1.5,8.75,4
Đỗ Diễm Lan,3C1,Nữ,8.5,7.75,8,4,10,2.5,2,8.25,4,2.75
Đỗ Tuấn Khoa,11A3,Nam,10,9.75,6,2.25,7,3,4.5,7.75,9.75,1.25
Huỳnh Văn Khoa,5A2,Nam,5.5,10,10,5.5,2,4,8.5,8.75,6,0
Đặng Ngọc Linh,4B2,Nữ,7.25,3.25,7.25,6.25,6.5,7,0,9.75,9.25,8.25
Trần Minh Huy,4A2,Nam,6.5,4.25,8,3,8.75,2.25,8,3.5,1.5,7.75
Phan Phương Linh,2B2,Nữ,9.75,4,2,10,9.75,8.75,5.75,2.5,9.75,1
Đặng Mai Trang,8C1,Nữ,5,7.25,1.5,0,9.75,3.25,10,4.5,1,5.75
Huỳnh Phương Hà,6C1,Nữ,0.25,3.5,4.75,3,5.5,0.5,10,5.5,0.5,8
Phạm Hữu Huy,7A3,Nam,5.25,10,3.75,9.25,7.5,6.25,4.5,7.5,0.75,9.75
Trần Như Linh,4A1,Nữ,0,4.25,5.75,0.75,5,0.5,0.5,1,5.75,6
Võ Bích Yến,8A3,Nữ,3.5,1,7,5.5,2,1,9,8.75,4.75,3
Vũ Thái Đạt,8A2,Nam,6.25,0.25,8.25,9.5,1.75,9.25,0.75,6,5.75,7.25
Nguyễn Đình Huy,11A2,Nam,4,0.5,7.25,2.25,4.5,9.75,2.25,6.75,7.75,0.25
Đỗ Minh Minh,8A1,Nam,6.75,0.75,6,7.75,3.75,1.5,1.25,0.25,6.25,4.25
Bùi Thanh Nhung,4A1,Nữ,3.75,8,6,4,7.5,4.5,3.5,0.5,0.5,7.5
Phạm Phương Yến,4B1,Nữ,4.75,1.25,6.25,2.75,3.25,8.5,4,10,2.75,4
Phan Phương Nhung,12B1,Nữ,1.25,7.75,7,1,7.5,6.5,4.5,8.25,9.75,9.5
Phan Gia Hải,4A2,Nam,2.5,9,0.75,6,6.5,1.25,2.5,0.25,9.75,9.75
Đặng Hoàng Phong,5B2,Nam,8.25,0.75,6.75,7,8.25,2.5,2,4.25,9,7.75
Võ Hoàng Đạt,8B1,Nam,7.75,0.5,10,1.5,3.75,7.75,6.5,2.75,1.5,10
Nguyễn Bích Nhi,8B2,Nữ,3,5.25,3.5,6,3.25,0.5,5.75,3.5,5.25,6.25
Phạm Thị Nhung,6A2,Nữ,7.5,6.5,4,5.75,8,0.25,3.5,1.5,9.75,3.75
Huỳnh Gia Dũng,3A3,Nam,1.75,3.25,7.25,1,0.25,3,3.25,5.75,3.75,3.25
Trần Đức Sơn,1C1,Nam,0.25,4,9.25,8.5,4.75,3,1.5,5.5,5.25,7
Lê Thái Đạt,10A2,Nam,5.5,1.75,4,3.25,5.75,4,6.25,6.75,1,9.75
Trần Diễm Trâm,1B2,Nữ,2.25,2.5,2.5,3.5,0,1.75,9.5,1.5,8.25,5.75
Hoàng Như Hà,10A3,Nữ,4.25,6.75,5.5,3.5,2.5,8,4.5,3,3.75,9.25
Võ Đức Khoa,2B1,Nam,5,2.5,3.75,5,5,4,7.25,9,2.25,8.5
Đặng Tuấn Bảo,10B1,Nam,4,9.5,7.5,1.25,1,9.75,9,5.25,0,9
Nguyễn Gia Hải,1A2,Nam,4.5,4.5,8.75,0.25,5.75,3.75,7,6.25,9,3.75
Phạm Mai Vy,1B2,Nữ,0.5,0.75,5.25,5,6.75,4.25,0.5,0.75,6.75,1.5
Phạm Mai Linh,10B1,Nữ,4.5,2.75,10,5.25,1.75,8.25,7,1.25,7.75,5.25
Bùi Phương Nhung,11A3,Nữ,2,9,8.25,3,4,8,5.5,7.25,1.5,9.25
Võ Phương Trang,6B2,Nữ,6.25,5,7.25,1,4,6.5,4.75,3.25,9.25,5
Hoàng Thanh Yến,3B2,Nữ,4.75,5,6.5,4.75,1.5,9.75,1,6.75,3.25,7.5
Võ Thu Hương,11A1,Nữ,0,8.25,10,9,3.25,1.5,5,0.25,2.25,3.25
Đặng Mai Trâm,11A2,Nữ,2.25,4.25,8.5,7,4,7.75,4.5,4.25,0.75,0.5
Phạm Thái Bảo,10C1,Nam,6.25,5.75,3.5,2,10,4.25,9.75,6.5,9.75,1.25
Đỗ Thu Hà,6B1,Nữ,4.5,1,4,9.75,9.5,8.75,8.5,5.75,7.75,5
Đặng Gia Đạt,11C1,Nam,2.75,8.75,4,1.5,5.5,6.5,3,2,2,4
Bùi Minh Hải,7A1,Nam,3.25,5.75,5.5,4.5,0.25,7.25,1,2.25,8,1.5
Phan Hoàng Huy,7B1,Nam,0.25,7.25,3.75,1.75,3,4,9,2.75,1.5,6.5
Phan Phương Hương,2B1,Nữ,0.25,9.5,3,0.75,1,4.5,7.25,3.75,0.5,5.25
Phan Ngọc Linh,7C1,Nữ,7.75,4.5,10,0,5.25,1.5,6.75,8.5,2.75,0
Đỗ Tuấn Dũng,5A3,Nam,5,8.5,2.25,8.5,1,5.25,0.25,3.75,0.5,7
Trần Minh Dũng,4B1,Nam,0.5,2,4,6.75,9.75,1.5,2,8,2.75,4.5
Phạm Như Vy,10A3,Nữ,9.75,8.75,7,10,0.75,3,5.5,3.25,5.25,0.5
Phan Thị Trâm,8B2,Nữ,8.25,7.5,9,6.25,5.75,9,8,9.25,7,9
Đỗ Gia Hải,8A2,Nam,9.25,5,6,4.5,3.5,5.5,7.75,8,5.75,3
Bùi Đức Dũng,10A2,Nam,1.25,9.5,3.25,1.75,2.5,5,9,3.5,4.5,5.5
Lê Đức Bảo,4B2,Nam,6.25,0.25,6.5,8.75,6,8,5.25,1.75,4,0.5
Võ Diễm Trâm,4A2,Nữ,1.25,9.25,6,4.25,8.75,3.75,1,0.5,0.75,3.5
Huỳnh Thị Linh,1B1,Nữ,7,8.75,10,3.75,2,0.25,9,2.5,4.25,8.75
Đặng Gia Dũng,8A3,Nam,9.5,7.25,1,4.75,6.25,3.5,6.5,2,1.5,2.5
Phan Hoàng Huy,7A1,Nam,9,6.5,3.75,6.75,5.5,9,1.5,1.5,9,7.5
Huỳnh Thị Hương,7A1,Nữ,7,4.25,5.5,9,1,4.75,3.5,0,0,1.25
Phạm Đức Phong,12A3,Nam,1.5,9.75,0.25,8,2,3,5,2.5,0,8
Trần Mai Hương,7A3,Nữ,1.75,8.5,0,6.25,8.75,5.5,2.5,6.5,3,5
Bùi Thị Hương,10B1,Nữ,3.25,2,4,9.75,1,6.75,6.5,9.25,6.75,9.75
Huỳnh Diễm Vy,1B1,Nữ,0,10,7.25,1.25,6.5,0.5,0,9.25,2.25,0.25
Vũ Đức Phong,4A1,Nam,3.25,4.25,6,7.75,6,8.25,7.5,9,2.5,9.25
Trần Thái Hải,1A2,Nam,1.5,1.25,1.75,6,3.5,3.25,3.75,9.75,9.75,2.5
Vũ Tuấn Sơn,10C1,Nam,9,1.25,6.25,6.5,3.75,4,1,5,2,6.75
Lê Mai Hương,2A2,Nữ,5,6,9,7.75,6.25,2.25,8,6.5,3,2.75
Lê Thanh Thảo,2C1,Nữ,3.5,3.25,1,9.5,5,7.25,3.75,9,4,1.75
Võ Thu Vy,3C1,Nữ,8,2.25,1,6.5,0.75,8,9.25,3,6.5,1.25
Võ Ngọc Linh,3A3,Nữ,4.75,2.25,3.75,2.25,3.5,10,6.75,9,1,0
Hoàng Thanh Lan,5A2,Nữ,3,6,0.5,3,2,3.5,0,0.5,2.5,3.75
Lê Mai Trang,4B2,Nữ,5.25,2.25,1.5,2,2.25,5,3,4.75,4.25,0.25
Nguyễn Diễm Linh,11A1,Nữ,5,2,6.75,0.75,2.5,9.25,5.5,9.75,4,1.75
Phan Gia Long,6A1,Nam,4.25,1.75,4.5,6.25,2.75,6.75,2.5,9.5,2.5,3.5
Đặng Bích Vy,2C1,Nữ,3,1.25,2.5,9.5,9.5,3,3.5,2.25,3.5,1.5
Lê Văn Phong,12B2,Nam,9.75,6.75,9.25,7.5,9,3,1.5,4,2.25,3.75
Huỳnh Minh Thắng,5A3,Nam,1.5,7.5,5.25,2.5,9.5,4.75,0.75,3,6.75,3.75
Phạm Đình Bảo,11A3,Nam,5.5,6.75,4.5,0,4.25,1.25,9.5,4.25,1.75,0.5
Phạm Minh Phong,7B2,Nam,4.25,5.25,6,7,7,6.75,6,3.25,10,6.25
Huỳnh Thái Sơn,10B1,Nam,8.75,5,7,2.5,7,0.25,2.25,6,0.25,0.25
Lê Gia Long,7B2,Nam,1.75,6.25,5,4.5,7,7,9,2.75,9.25,8.5
Phan Ngọc Yến,12A3,Nữ,0,3.25,4.5,5,9.5,4.75,8.75,10,2.75,3.75
Đặng Thị Thảo,12B2,Nữ,5,9.25,4,6,0.75,0.5,4.5,0,7.25,1.25
Đặng Minh Bảo,9A2,Nam,0.25,4.25,0,9.5,0.25,8.25,1,9.5,9.75,2.25
Nguyễn Thu Lan,10B2,Nữ,7.25,4.25,10,9.5,3,1.75,8.5,6.25,3.5,4.75
Đỗ Phương Nhung,7B1,Nữ,5,2.25,8.5,9.25,3.25,6,6.25,0,5,1.75
Bùi Phương Thảo,3B1,Nữ,9.5,7.25,3.25,4.25,5.5,8.25,2.75,7.25,7,3.25
Võ Bích Trâm,11A2,Nữ,7,4.75,8.75,5,9.5,8.75,5.75,8.5,5.75,4.75
Lê Văn Long,7A1,Nam,5,6.25,9.25,7.75,2.25,2.5,0.5,2.75,6.5,8.75
Phan Tuấn Hải,3A1,Nam,6.5,0,8,9,5.25,1.25,6.5,9.75,4,4.25
Hoàng Gia Bảo,6A3,Nam,9.75,4,3,7.75,5.75,0,3.75,9,3.5,0.25
Lê Bích Yến,5A3,Nữ,4.5,4.25,6.5,4,8,9.5,3.25,1.25,5,5
Võ Văn Phong,2A1,Nam,5.5,6.75,1.75,7.25,0.75,2.75,1,9.25,9,7.25
Đặng Phương Thảo,3A2,Nữ,2.5,0.75,9.75,6.5,3,5.75,8.25,6.75,9.75,0.5
Bùi Đình Hải,12A1,Nam,2,7.5,3.25,4.75,5.5,2.5,2,5.25,7.5,7.5
Lê Thái Huy,6B1,Nam,5.25,0,2.75,1,5,6.5,8.5,1.25,2.5,4
Đỗ Phương Linh,11A3,Nữ,9.25,10,4,4.5,6,0.25,10,0.25,9.5,9
Bùi Ngọc Yến,11C1,Nữ,7.25,8.75,8,7,5,3.5,7,6,5.75,8
Đỗ Mai Nhi,2B1,Nữ,0.25,0,3.75,3,3,2.5,9.25,9.5,2.25,8.5
Vũ Thái Bảo,3C1,Nam,5.25,5.5,1.5,5.75,6.5,10,0.75,2.5,7,2
Nguyễn Hoàng Đạt,7A3,Nam,4.5,1.5,8,6.75,6,8,9.5,8.25,1,6.5
Đỗ Thu Trâm,1B2,Nữ,7,4.25,6,8.75,3.75,4.5,10,3.5,8.5,9.25
Lê Phương Hà,10B2,Nữ,9.25,8.25,3.25,4.5,0,7.5,1.5,4.75,8.5,4.75
Hoàng Bích Vy,12B2,Nữ,9,2.75,4,8.5,2.5,5.5,3,5.5,9.5,3.5
Vũ Tuấn Minh,7B1,Nam,8,9.25,6.25,6.5,8.25,0.75,4,6.75,8,6.75
Trần Hoàng Minh,10B2,Nam,9.25,8.25,10,2,6.5,7.25,9.75,5,8.75,5.25
Bùi Thái Dũng,12A3,Nam,6.75,9.75,6.75,9.5,9.5,8.25,3.75,4,7.75,5.25
Huỳnh Mai Nhung,1A1,Nữ,0.5,2.25,3,7.75,2.25,8,4,6.5,1.25,8
Vũ Đức Sơn,5C1,Nam,9,8.75,9.25,2.5,2.5,4.75,7.75,3.5,6.75,9
Võ Minh Sơn,3C1,Nam,1,4.25,9,1.25,7.5,8.5,6.25,7,6.5,1.75
Bùi Hoàng Long,5A3,Nam,1.75,1.5,3.25,9.25,7,1.5,2,5.75,6.25,8
Lê Mai Yến,11C1,Nữ,8.75,3.75,6,6,1.5,8.5,1,7.75,0,1.25
Trần Thanh Linh,1A3,Nữ,8.5,0.75,9.5,2.75,4.75,8.5,2.75,5.25,5.75,3
Trần Ngọc Nhi,12A2,Nữ,6.75,2.75,4.75,3.25,0.75,4,9.75,0.75,6.5,9.25
